"town","landUse","status","acres"
"Wilmette","commercial","plantable",70.44
"Wilmette","golf","plantable",145.54
"Wilmette","industrial","plantable",0
"Wilmette","institutional","plantable",90.37
"Wilmette","natural area","plantable",16.76
"Wilmette","other","plantable",0.05
"Wilmette","park","plantable",78.72
"Wilmette","residential","plantable",523.87
"Wilmette","transit","plantable",176.71
"Wilmette","utility","plantable",12.97
"Wilmette","vacant","plantable",5.1
"Wilmette","water","plantable",0.01
"Wilmington","agriculture","plantable",1600.45
"Wilmington","cemetery","plantable",13.07
"Wilmington","commercial","plantable",178.12
"Wilmington","golf","plantable",0
"Wilmington","industrial","plantable",0
"Wilmington","institutional","plantable",112.05
"Wilmington","natural area","plantable",655.67
"Wilmington","other","plantable",7.05
"Wilmington","park","plantable",25.24
"Wilmington","residential","plantable",386.89
"Wilmington","transit","plantable",140.09
"Wilmington","utility","plantable",146.66
"Wilmington","vacant","plantable",817.67
"Wilmington","water","plantable",7.26
"Winfield","agriculture","plantable",13.05
"Winfield","cemetery","plantable",1.18
"Winfield","commercial","plantable",38.89
"Winfield","golf","plantable",98.31
"Winfield","industrial","plantable",0
"Winfield","institutional","plantable",89.27
"Winfield","natural area","plantable",45.51
"Winfield","other","plantable",0
"Winfield","park","plantable",39.83
"Winfield","residential","plantable",455.67
"Winfield","transit","plantable",121.97
"Winfield","utility","plantable",5.55
"Winfield","vacant","plantable",23.92
"Winfield","water","plantable",0.14
"Winnetka","agriculture","plantable",0
"Winnetka","cemetery","plantable",0
"Winnetka","commercial","plantable",8.89
"Winnetka","golf","plantable",72.47
"Winnetka","industrial","plantable",0
"Winnetka","institutional","plantable",59.41
"Winnetka","natural area","plantable",15.89
"Winnetka","other","plantable",0
"Winnetka","park","plantable",69.39
"Winnetka","residential","plantable",375.08
"Winnetka","transit","plantable",95.09
"Winnetka","utility","plantable",0.55
"Winnetka","vacant","plantable",1.91
"Winnetka","water","plantable",11.5
"WinthropHarbor","agriculture","plantable",244.39
"WinthropHarbor","cemetery","plantable",0
"WinthropHarbor","commercial","plantable",29.7
"WinthropHarbor","golf","plantable",0
"WinthropHarbor","industrial","plantable",0
"WinthropHarbor","institutional","plantable",51.81
"WinthropHarbor","natural area","plantable",444.46
"WinthropHarbor","other","plantable",0
"WinthropHarbor","park","plantable",40.19
"WinthropHarbor","residential","plantable",543.71
"WinthropHarbor","transit","plantable",158.02
"WinthropHarbor","utility","plantable",28.83
"WinthropHarbor","vacant","plantable",78.5
"WinthropHarbor","water","plantable",5.53
"WonderLake","agriculture","plantable",1337.61
"WonderLake","cemetery","plantable",0
"WonderLake","commercial","plantable",1.8
"WonderLake","golf","plantable",0
"WonderLake","industrial","plantable",0
"WonderLake","institutional","plantable",9.56
"WonderLake","natural area","plantable",1.03
"WonderLake","other","plantable",0
"WonderLake","park","plantable",37.05
"WonderLake","residential","plantable",462.84
"WonderLake","transit","plantable",95.08
"WonderLake","utility","plantable",20.4
"WonderLake","vacant","plantable",143.36
"WonderLake","water","plantable",3.11
"WoodDale","agriculture","plantable",0
"WoodDale","cemetery","plantable",0
"WoodDale","commercial","plantable",393.15
"WoodDale","golf","plantable",234.81
"WoodDale","industrial","plantable",0
"WoodDale","institutional","plantable",44.57
"WoodDale","natural area","plantable",13.62
"WoodDale","other","plantable",0.06
"WoodDale","park","plantable",24.24
"WoodDale","residential","plantable",453.07
"WoodDale","transit","plantable",185.37
"WoodDale","utility","plantable",48.45
"WoodDale","vacant","plantable",113.84
"WoodDale","water","plantable",57.73
"Woodridge","agriculture","plantable",132.56
"Woodridge","cemetery","plantable",0
"Woodridge","commercial","plantable",597.12
"Woodridge","golf","plantable",222.19
"Woodridge","industrial","plantable",0
"Woodridge","institutional","plantable",102.44
"Woodridge","natural area","plantable",51.74
"Woodridge","other","plantable",0.88
"Woodridge","park","plantable",167.15
"Woodridge","residential","plantable",1153.22
"Woodridge","transit","plantable",517.1
"Woodridge","utility","plantable",100.1
"Woodridge","vacant","plantable",132.87
"Woodridge","water","plantable",92.86
"Woodstock","agriculture","plantable",1427.1
"Woodstock","cemetery","plantable",17.61
"Woodstock","commercial","plantable",612.42
"Woodstock","golf","plantable",115.82
"Woodstock","industrial","plantable",0
"Woodstock","institutional","plantable",425.28
"Woodstock","natural area","plantable",166.28
"Woodstock","other","plantable",0.18
"Woodstock","park","plantable",229.41
"Woodstock","residential","plantable",1179.61
"Woodstock","transit","plantable",489.26
"Woodstock","utility","plantable",78.13
"Woodstock","vacant","plantable",817.93
"Woodstock","water","plantable",18.79
"Worth","agriculture","plantable",1427.1
"Worth","cemetery","plantable",17.61
"Worth","commercial","plantable",612.42
"Worth","golf","plantable",115.82
"Worth","industrial","plantable",0
"Worth","institutional","plantable",425.28
"Worth","natural area","plantable",166.28
"Worth","other","plantable",0.18
"Worth","park","plantable",229.41
"Worth","residential","plantable",1179.61
"Worth","transit","plantable",489.26
"Worth","utility","plantable",78.13
"Worth","vacant","plantable",817.93
"Worth","water","plantable",18.79
"Yorkville","agriculture","plantable",5824.75
"Yorkville","cemetery","plantable",18.89
"Yorkville","commercial","plantable",506.76
"Yorkville","golf","plantable",0
"Yorkville","industrial","plantable",0
"Yorkville","institutional","plantable",243.36
"Yorkville","natural area","plantable",129.94
"Yorkville","other","plantable",0
"Yorkville","park","plantable",107.22
"Yorkville","residential","plantable",1476.35
"Yorkville","transit","plantable",654.81
"Yorkville","utility","plantable",174.63
"Yorkville","vacant","plantable",1268.17
"Yorkville","water","plantable",26.8
"Zion","agriculture","plantable",228.3
"Zion","cemetery","plantable",17.99
"Zion","commercial","plantable",279.77
"Zion","golf","plantable",119.26
"Zion","industrial","plantable",0
"Zion","institutional","plantable",183.93
"Zion","natural area","plantable",272.18
"Zion","other","plantable",0.43
"Zion","park","plantable",184.88
"Zion","residential","plantable",955.45
"Zion","transit","plantable",448.54
"Zion","utility","plantable",854.2
"Zion","vacant","plantable",418.03
"Zion","water","plantable",11.43
"Addison","agriculture","unsuitable",0
"Addison","cemetery","unsuitable",0
"Addison","commercial","unsuitable",563.87
"Addison","golf","unsuitable",13.7
"Addison","industrial","unsuitable",0
"Addison","institutional","unsuitable",43.33
"Addison","natural area","unsuitable",41.94
"Addison","other","unsuitable",0
"Addison","park","unsuitable",26.29
"Addison","residential","unsuitable",422.01
"Addison","transit","unsuitable",597.15
"Addison","utility","unsuitable",9.89
"Addison","vacant","unsuitable",2.32
"Addison","water","unsuitable",32.11
"Algonquin","agriculture","unsuitable",3.08
"Algonquin","cemetery","unsuitable",0.02
"Algonquin","commercial","unsuitable",247.69
"Algonquin","golf","unsuitable",7.91
"Algonquin","industrial","unsuitable",0
"Algonquin","institutional","unsuitable",46.59
"Algonquin","natural area","unsuitable",21.77
"Algonquin","other","unsuitable",0.08
"Algonquin","park","unsuitable",20.93
"Algonquin","residential","unsuitable",540.81
"Algonquin","transit","unsuitable",346.9
"Algonquin","utility","unsuitable",0.84
"Algonquin","vacant","unsuitable",22.39
"Algonquin","water","unsuitable",137.68
"Alsip","agriculture","unsuitable",0
"Alsip","cemetery","unsuitable",3.18
"Alsip","commercial","unsuitable",466.24
"Alsip","golf","unsuitable",2.92
"Alsip","industrial","unsuitable",0
"Alsip","institutional","unsuitable",14.79
"Alsip","natural area","unsuitable",22.25
"Alsip","other","unsuitable",0.26
"Alsip","park","unsuitable",4.92
"Alsip","residential","unsuitable",266.09
"Alsip","transit","unsuitable",335.8
"Alsip","utility","unsuitable",9.58
"Alsip","vacant","unsuitable",8.47
"Alsip","water","unsuitable",4.06
"Antioch","agriculture","unsuitable",23.94
"Antioch","cemetery","unsuitable",0
"Antioch","commercial","unsuitable",98.58
"Antioch","golf","unsuitable",0
"Antioch","industrial","unsuitable",0
"Antioch","institutional","unsuitable",20.3
"Antioch","natural area","unsuitable",44.67
"Antioch","other","unsuitable",0.01
"Antioch","park","unsuitable",19.34
"Antioch","residential","unsuitable",318.54
"Antioch","transit","unsuitable",260.06
"Antioch","utility","unsuitable",2
"Antioch","vacant","unsuitable",56.14
"Antioch","water","unsuitable",107.78
"ArlingtonHeights","agriculture","unsuitable",0.06
"ArlingtonHeights","cemetery","unsuitable",6.92
"ArlingtonHeights","commercial","unsuitable",441.03
"ArlingtonHeights","golf","unsuitable",18.67
"ArlingtonHeights","industrial","unsuitable",0
"ArlingtonHeights","institutional","unsuitable",119.91
"ArlingtonHeights","natural area","unsuitable",0.01
"ArlingtonHeights","other","unsuitable",1.04
"ArlingtonHeights","park","unsuitable",67.18
"ArlingtonHeights","residential","unsuitable",1093.35
"ArlingtonHeights","transit","unsuitable",814.94
"ArlingtonHeights","utility","unsuitable",2.91
"ArlingtonHeights","vacant","unsuitable",0.92
"ArlingtonHeights","water","unsuitable",17.66
"Aurora","agriculture","unsuitable",36.77
"Aurora","cemetery","unsuitable",0.46
"Aurora","commercial","unsuitable",1101.18
"Aurora","golf","unsuitable",106.92
"Aurora","industrial","unsuitable",0
"Aurora","institutional","unsuitable",302.75
"Aurora","natural area","unsuitable",142.49
"Aurora","other","unsuitable",0.4
"Aurora","park","unsuitable",142.26
"Aurora","residential","unsuitable",2422.3
"Aurora","transit","unsuitable",2206.67
"Aurora","utility","unsuitable",20.81
"Aurora","vacant","unsuitable",60.99
"Aurora","water","unsuitable",365.03
"Bannockburn","agriculture","unsuitable",0.49
"Bannockburn","cemetery","unsuitable",0
"Bannockburn","commercial","unsuitable",51.25
"Bannockburn","golf","unsuitable",0
"Bannockburn","industrial","unsuitable",0
"Bannockburn","institutional","unsuitable",16.91
"Bannockburn","natural area","unsuitable",5.56
"Bannockburn","other","unsuitable",0
"Bannockburn","park","unsuitable",0.05
"Bannockburn","residential","unsuitable",42.77
"Bannockburn","transit","unsuitable",56.53
"Bannockburn","utility","unsuitable",0
"Bannockburn","vacant","unsuitable",2.65
"Bannockburn","water","unsuitable",0
"Barrington","agriculture","unsuitable",0.94
"Barrington","cemetery","unsuitable",0.49
"Barrington","commercial","unsuitable",76.86
"Barrington","golf","unsuitable",9.14
"Barrington","industrial","unsuitable",0
"Barrington","institutional","unsuitable",32.01
"Barrington","natural area","unsuitable",78.71
"Barrington","other","unsuitable",0.08
"Barrington","park","unsuitable",22.57
"Barrington","residential","unsuitable",189.89
"Barrington","transit","unsuitable",191.45
"Barrington","utility","unsuitable",1.53
"Barrington","vacant","unsuitable",4.41
"Barrington","water","unsuitable",38.19
"BarringtonHills","agriculture","unsuitable",49.8
"BarringtonHills","cemetery","unsuitable",0.02
"BarringtonHills","commercial","unsuitable",2.29
"BarringtonHills","golf","unsuitable",5.27
"BarringtonHills","industrial","unsuitable",0
"BarringtonHills","institutional","unsuitable",9.04
"BarringtonHills","natural area","unsuitable",148.93
"BarringtonHills","other","unsuitable",0.34
"BarringtonHills","park","unsuitable",0
"BarringtonHills","residential","unsuitable",639.29
"BarringtonHills","transit","unsuitable",153.87
"BarringtonHills","utility","unsuitable",0.41
"BarringtonHills","vacant","unsuitable",39.13
"BarringtonHills","water","unsuitable",10.88
"BarringtonTownship","agriculture","unsuitable",45.83
"BarringtonTownship","cemetery","unsuitable",0.5
"BarringtonTownship","commercial","unsuitable",378.67
"BarringtonTownship","golf","unsuitable",0.03
"BarringtonTownship","industrial","unsuitable",0
"BarringtonTownship","institutional","unsuitable",65.37
"BarringtonTownship","natural area","unsuitable",374.73
"BarringtonTownship","other","unsuitable",0.7
"BarringtonTownship","park","unsuitable",26.23
"BarringtonTownship","residential","unsuitable",1299.45
"BarringtonTownship","transit","unsuitable",562.77
"BarringtonTownship","utility","unsuitable",5.38
"BarringtonTownship","vacant","unsuitable",76.46
"BarringtonTownship","water","unsuitable",58.36
"Bartlett","agriculture","unsuitable",5.6
"Bartlett","cemetery","unsuitable",0.11
"Bartlett","commercial","unsuitable",178.56
"Bartlett","golf","unsuitable",7.33
"Bartlett","industrial","unsuitable",0
"Bartlett","institutional","unsuitable",53.29
"Bartlett","natural area","unsuitable",107.49
"Bartlett","other","unsuitable",0.09
"Bartlett","park","unsuitable",30.39
"Bartlett","residential","unsuitable",721.66
"Bartlett","transit","unsuitable",611.15
"Bartlett","utility","unsuitable",4.75
"Bartlett","vacant","unsuitable",24.89
"Bartlett","water","unsuitable",30.06
"Batavia","agriculture","unsuitable",0.5
"Batavia","cemetery","unsuitable",0
"Batavia","commercial","unsuitable",336.25
"Batavia","golf","unsuitable",0
"Batavia","industrial","unsuitable",0
"Batavia","institutional","unsuitable",34.36
"Batavia","natural area","unsuitable",16.6
"Batavia","other","unsuitable",0
"Batavia","park","unsuitable",12.59
"Batavia","residential","unsuitable",434.64
"Batavia","transit","unsuitable",387.35
